totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,savingsInvestmentsRate,monthsSaved,financialHealth
8584.66,1052.47,-2287.04,28.85,18.27,14.32,18.06,14.32,0.56,FinanciallyVulnerable
5633.99,140.39,-3500.82,76.89,1.1,6.17,0.0,6.17,1.65,FinanciallyDistressed
6977.06,1673.02,3055.21,15.81,5.28,14.29,0.0,14.29,2.35,FinanciallyThriving
11689.52,2202.83,-5537.53,51.81,13.39,26.37,0.0,26.37,1.56,FinanciallyVulnerable
5053.13,293.8,-1302.17,26.22,26.67,7.26,18.59,7.26,1.18,FinanciallyVulnerable
4554.13,357.18,-7.11,31.94,4.01,7.28,0.0,7.28,2.05,FinanciallyVulnerable
19332.0,1127.36,-7199.83,41.32,33.33,8.5,20.92,8.5,1.63,FinanciallyDistressed
8515.24,865.73,-3738.16,38.46,15.02,15.34,0.0,15.34,1.96,FinanciallyVulnerable
8016.45,591.86,606.39,20.04,8.79,6.42,0.0,6.42,1.13,FinanciallyStable
6765.62,367.78,-3263.24,69.42,16.51,9.5,12.49,9.5,5.03,FinanciallyDistressed
5149.39,430.11,357.65,25.27,5.76,7.24,0.0,7.24,0.12,FinanciallyStable
10318.83,355.84,-6058.45,75.25,4.21,7.71,0.0,7.71,1.63,FinanciallyDistressed
5205.01,73.48,-1976.46,49.52,1.42,2.23,0.0,2.23,0.9,FinanciallyDistressed
5745.98,0.0,-2331.6,35.83,28.59,0.0,22.72,0.0,0.06,FinanciallyDistressed
18194.65,728.35,-9713.32,72.16,31.22,7.91,19.1,7.91,4.35,FinanciallyDistressed
5637.63,681.91,-2116.68,46.08,10.87,16.22,0.0,16.22,2.93,FinanciallyVulnerable
5297.43,530.46,-1509.06,23.23,23.57,12.28,12.6,12.28,1.08,FinanciallyVulnerable
9378.8,1703.68,-85.62,26.29,6.4,15.49,0.0,15.49,0.87,FinanciallyVulnerable
7491.89,147.74,-3332.51,65.21,13.91,3.43,0.0,3.43,4.12,FinanciallyDistressed
5661.49,240.75,-1367.53,45.06,0.31,5.31,0.0,5.31,0.9,FinanciallyDistressed
5584.09,0.0,-1377.73,45.37,11.39,0.0,0.0,0.0,1.15,FinanciallyVulnerable
10678.06,0.0,-7136.1,123.91,0.42,0.0,0.0,0.0,1.4,FinanciallyDistressed
4996.47,0.0,-1320.41,51.96,1.05,0.0,0.0,0.0,1.46,FinanciallyDistressed
7685.63,1707.35,-1290.78,28.03,23.8,21.07,11.45,21.07,2.57,FinanciallyStable
5188.99,696.29,-1234.53,56.99,9.1,14.97,0.0,14.97,0.9,FinanciallyDistressed
13849.74,1175.97,-6184.11,56.85,20.26,13.3,15.59,13.3,1.14,FinanciallyDistressed
5708.42,196.16,-2726.01,66.6,20.68,6.17,17.12,6.17,1.72,FinanciallyDistressed
5640.47,123.12,-2262.17,64.85,6.27,3.52,0.0,3.52,2.84,FinanciallyDistressed
5740.97,285.15,-1387.38,46.22,8.27,6.15,0.0,6.15,1.83,FinanciallyVulnerable
5892.14,129.45,-1434.34,52.32,0.26,2.82,0.0,2.82,1.74,FinanciallyDistressed
9891.01,295.04,-6495.91,94.82,15.25,8.0,7.48,8.0,1.18,FinanciallyDistressed
4572.15,113.26,-2274.1,61.09,15.69,4.7,0.0,4.7,3.62,FinanciallyDistressed
12142.69,100.62,-8262.05,100.81,12.54,2.53,0.0,2.53,4.27,FinanciallyDistressed
8342.17,0.0,-4665.71,63.77,16.34,0.0,16.32,0.0,1.17,FinanciallyDistressed
5097.39,0.0,-2018.91,39.28,31.03,0.0,15.84,0.0,1.56,FinanciallyDistressed
5222.72,345.07,-1680.5,36.65,17.7,8.88,17.07,8.88,1.84,FinanciallyVulnerable
9201.32,1373.65,-3062.81,43.26,7.1,18.29,0.0,18.29,0.51,FinanciallyVulnerable
9116.26,0.0,3238.72,18.45,11.04,0.0,9.54,0.0,2.37,FinanciallyStable
5374.92,0.0,-1089.43,36.87,12.08,0.0,11.94,0.0,0.77,FinanciallyDistressed
5842.55,968.85,-346.66,27.49,11.72,14.99,0.0,14.99,0.54,FinanciallyVulnerable
15286.02,1310.36,-6188.76,47.69,19.9,12.59,11.7,12.59,1.24,FinanciallyVulnerable
4443.48,327.16,-2455.7,54.97,5.01,14.13,0.0,14.13,0.77,FinanciallyDistressed
6301.18,383.04,-4090.36,47.52,8.88,14.77,0.0,14.77,0.84,FinanciallyVulnerable
3026.76,102.92,599.93,21.05,8.93,2.76,0.0,2.76,5.41,FinanciallyThriving
10003.57,215.81,-5775.08,72.72,12.41,4.86,0.0,4.86,1.62,FinanciallyDistressed
5383.3,269.25,-2998.99,73.93,4.93,10.15,0.0,10.15,4.9,FinanciallyVulnerable
10273.1,652.21,2241.4,26.01,16.75,4.95,13.72,4.95,5.51,FinanciallyStable
9371.68,976.37,-36.1,36.41,10.11,9.47,0.0,9.47,1.22,FinanciallyVulnerable
10399.94,1827.69,2118.91,17.79,8.1,12.74,0.0,12.74,1.78,FinanciallyThriving
5884.74,0.0,-1549.53,39.07,4.61,0.0,0.0,0.0,1.31,FinanciallyVulnerable
4702.91,0.0,-2679.35,69.54,11.22,0.0,0.0,0.0,0.59,FinanciallyDistressed
6473.84,1459.18,1654.89,19.5,0.4,15.22,0.0,15.22,2.73,FinanciallyThriving
5814.77,214.92,-2309.32,46.89,22.36,5.78,16.73,5.78,1.15,FinanciallyDistressed
7497.99,411.89,-2667.18,46.31,17.05,7.86,13.03,7.86,0.17,FinanciallyDistressed
14728.09,1631.92,-1049.77,31.94,11.4,10.66,0.0,10.66,4.39,FinanciallyStable
6603.03,343.15,-991.59,35.78,24.71,5.76,14.27,5.76,1.05,FinanciallyVulnerable
8604.79,214.9,-5803.91,94.66,0.69,7.13,0.0,7.13,1.59,FinanciallyDistressed
4586.12,128.73,-1816.75,44.16,10.84,4.44,0.0,4.44,1.01,FinanciallyVulnerable
4038.72,316.75,-1718.2,49.31,10.55,12.01,0.0,12.01,2.77,FinanciallyVulnerable
4766.89,266.6,-1612.5,32.93,0.23,7.79,0.0,7.79,1.94,FinanciallyVulnerable
5389.99,231.99,-2181.55,44.03,1.13,6.74,0.0,6.74,1.78,FinanciallyVulnerable
14651.63,1340.52,-7325.01,71.89,4.81,15.47,0.0,15.47,1.96,FinanciallyVulnerable
8547.28,1802.57,-1726.77,26.05,16.38,20.9,15.8,20.9,4.43,FinanciallyStable
5233.65,233.94,-2029.17,31.5,0.73,6.8,0.0,6.8,1.32,FinanciallyVulnerable
7646.5,161.45,-3601.89,72.64,12.48,3.84,0.0,3.84,1.43,FinanciallyDistressed
7582.96,1324.56,-1881.3,25.58,24.36,18.85,23.96,18.85,5.5,FinanciallyStable
4895.4,297.63,-163.98,34.05,3.08,5.92,0.0,5.92,0.25,FinanciallyVulnerable
8525.72,659.19,-2211.69,24.97,12.7,9.45,0.0,9.45,2.87,FinanciallyVulnerable
9611.59,1544.63,-3152.04,37.9,0.53,19.3,0.0,19.3,1.64,FinanciallyStable
6948.7,636.35,-1973.7,32.73,27.13,11.34,17.17,11.34,1.38,FinanciallyVulnerable
5756.56,315.47,-1595.72,50.38,16.44,7.05,15.53,7.05,1.39,FinanciallyDistressed
11215.37,1541.7,-2210.96,24.38,3.51,14.62,0.0,14.62,5.59,FinanciallyStable
10795.82,146.69,-8474.43,154.24,12.14,5.94,0.0,5.94,0.05,FinanciallyDistressed
11756.76,547.4,-1147.7,33.07,0.41,4.91,0.0,4.91,1.02,FinanciallyVulnerable
6562.07,0.0,-4474.48,51.81,37.76,0.0,13.0,0.0,1.71,FinanciallyDistressed
5286.44,0.0,-3319.91,76.07,21.22,0.0,18.75,0.0,0.4,FinanciallyDistressed
6061.42,84.16,-3336.45,98.86,6.7,3.0,0.0,3.0,0.37,FinanciallyDistressed
3925.92,148.78,-1887.1,38.58,28.24,6.8,17.42,6.8,0.55,FinanciallyDistressed
10372.52,771.13,-1229.18,29.81,25.58,7.78,16.91,7.78,1.67,FinanciallyVulnerable
10261.41,1460.92,-2918.08,39.88,10.84,16.59,10.66,16.59,0.68,FinanciallyVulnerable
7056.56,149.34,-1254.47,51.35,5.61,2.51,0.0,2.51,0.07,FinanciallyDistressed
7909.17,979.25,2487.79,29.92,3.39,8.61,0.0,8.61,2.48,FinanciallyThriving
5622.55,0.0,-2764.41,51.34,29.13,0.0,13.29,0.0,1.88,FinanciallyDistressed
4164.41,0.0,-2366.75,63.26,16.8,0.0,0.0,0.0,0.7,FinanciallyDistressed
6073.99,135.2,-3318.86,40.53,28.72,4.68,14.22,4.68,1.1,FinanciallyDistressed
7754.92,443.43,-4753.34,67.82,19.2,12.87,9.38,12.87,5.3,FinanciallyVulnerable
6384.23,370.18,-526.87,29.26,16.33,5.94,0.0,5.94,0.48,FinanciallyVulnerable
4135.76,293.59,-243.26,35.49,0.78,7.01,0.0,7.01,2.65,FinanciallyVulnerable
5619.42,556.27,-1917.14,31.18,3.54,13.06,0.0,13.06,3.67,FinanciallyStable
6775.18,0.0,-4058.64,72.68,3.71,0.0,0.0,0.0,0.78,FinanciallyDistressed
9368.56,489.84,-646.13,36.52,13.9,5.32,13.62,5.32,2.61,FinanciallyVulnerable
10923.32,1122.29,-4548.63,37.88,18.8,14.97,0.0,14.97,1.82,FinanciallyVulnerable
5160.47,0.0,-3385.3,82.03,4.25,0.0,0.0,0.0,1.07,FinanciallyDistressed
10202.96,227.55,-5968.11,72.37,0.09,5.1,0.0,5.1,1.91,FinanciallyDistressed
8941.02,0.0,-1638.73,28.45,10.34,0.0,0.0,0.0,0.73,FinanciallyVulnerable
8098.15,0.0,-3088.34,47.9,0.09,0.0,0.0,0.0,1.27,FinanciallyVulnerable
6131.19,140.34,-4290.66,76.68,4.19,7.08,0.0,7.08,0.38,FinanciallyDistressed
7663.2,952.77,-2206.61,33.96,7.44,14.87,0.0,14.87,1.4,FinanciallyVulnerable
4400.66,0.0,-1813.92,33.5,27.28,0.0,15.21,0.0,1.41,FinanciallyDistressed
5139.95,57.12,-2729.12,49.27,21.83,2.31,0.0,2.31,1.98,FinanciallyDistressed
8213.37,457.46,803.44,26.94,14.48,4.83,14.25,4.83,1.87,FinanciallyStable
5430.42,857.08,-166.25,28.74,0.55,14.0,0.0,14.0,0.23,FinanciallyVulnerable
4092.46,194.04,-527.1,38.88,0.58,5.16,0.0,5.16,1.27,FinanciallyVulnerable
12839.84,897.23,-5029.47,64.89,6.18,10.3,0.0,10.3,2.61,FinanciallyVulnerable
6094.26,1274.96,-2136.38,31.72,25.2,24.36,13.64,24.36,5.95,FinanciallyStable
8436.18,212.32,-5246.44,56.09,22.18,6.24,12.52,6.24,2.25,FinanciallyDistressed
6991.17,80.93,-4263.44,47.75,17.74,2.88,12.43,2.88,1.06,FinanciallyDistressed
4622.25,80.01,-1837.45,59.54,4.97,2.79,0.0,2.79,0.32,FinanciallyDistressed
4755.75,320.65,2624.1,15.47,9.53,4.16,0.0,4.16,0.1,FinanciallyStable
6335.28,0.0,-4171.69,93.36,3.3,0.0,0.0,0.0,1.65,FinanciallyDistressed
3886.82,0.0,-1719.34,52.67,15.85,0.0,0.0,0.0,0.54,FinanciallyDistressed
5092.72,376.63,-1594.83,51.15,0.62,9.72,0.0,9.72,0.93,FinanciallyDistressed
7334.77,613.63,-4740.89,69.74,9.9,19.13,0.0,19.13,0.06,FinanciallyDistressed
6650.27,826.26,-4366.68,59.08,34.67,26.57,19.32,26.57,5.79,FinanciallyDistressed
6919.63,763.22,-1995.75,45.89,13.5,13.42,13.22,13.42,1.29,FinanciallyVulnerable
5868.78,0.0,-2797.41,47.87,4.0,0.0,0.0,0.0,1.18,FinanciallyVulnerable
6496.24,0.0,-4671.33,97.43,20.4,0.0,0.0,0.0,1.68,FinanciallyDistressed
8327.22,261.61,-5308.54,65.49,28.52,7.98,23.15,7.98,0.35,FinanciallyDistressed
8108.75,499.46,-103.94,29.47,9.8,5.87,0.0,5.87,1.83,FinanciallyVulnerable
10379.35,218.74,-5003.63,48.97,29.25,3.91,18.15,3.91,0.45,FinanciallyDistressed
12838.15,0.0,-8309.85,90.52,25.75,0.0,11.45,0.0,1.29,FinanciallyDistressed
5108.73,254.61,-437.32,29.8,5.86,5.17,0.0,5.17,4.9,FinanciallyStable
4533.3,117.89,-1463.2,35.37,1.16,3.7,0.0,3.7,0.11,FinanciallyDistressed
9364.19,2525.25,-2249.76,20.64,32.62,26.2,19.34,26.2,0.72,FinanciallyVulnerable
5843.95,164.21,-3206.41,85.35,31.48,5.86,22.49,5.86,0.51,FinanciallyDistressed
4741.43,100.5,154.68,43.61,0.13,2.01,0.0,2.01,1.17,FinanciallyVulnerable
8385.35,435.41,2070.76,27.35,7.53,4.0,0.0,4.0,0.57,FinanciallyStable
9554.99,396.56,-2073.47,38.36,13.23,5.03,0.0,5.03,1.28,FinanciallyVulnerable
5823.36,193.49,-2532.45,35.72,24.94,5.55,24.01,5.55,5.86,FinanciallyVulnerable
4174.49,0.0,-1113.06,48.3,11.59,0.0,0.0,0.0,1.94,FinanciallyVulnerable
10870.21,1629.35,-3826.41,44.24,16.29,18.79,9.39,18.79,0.76,FinanciallyVulnerable
6958.56,184.81,-4302.13,102.1,42.1,6.5,25.15,6.5,2.86,FinanciallyDistressed
8067.27,2229.21,-1831.3,30.87,14.03,26.33,13.73,26.33,4.51,FinanciallyStable
14814.05,633.11,-1939.14,39.89,12.29,4.69,12.11,4.69,1.31,FinanciallyVulnerable
4317.38,779.76,208.1,20.13,13.19,14.7,0.0,14.7,1.72,FinanciallyStable
4672.58,0.0,-2120.7,39.6,26.44,0.0,15.76,0.0,0.96,FinanciallyDistressed
7739.87,728.3,-1179.54,21.99,30.41,9.99,19.62,9.99,3.63,FinanciallyVulnerable
11348.12,939.04,-6847.15,61.02,30.89,17.26,17.3,17.26,1.29,FinanciallyDistressed
8043.11,1993.75,-1263.38,27.44,9.84,22.72,0.0,22.72,0.62,FinanciallyVulnerable
5891.7,106.68,-3573.89,85.64,31.17,4.4,17.0,4.4,0.13,FinanciallyDistressed
6696.9,96.41,-5087.27,112.72,17.27,5.65,14.74,5.65,0.8,FinanciallyDistressed
6014.63,695.13,-2261.8,49.55,0.9,15.63,0.0,15.63,1.33,FinanciallyVulnerable
6697.57,0.0,-3052.6,73.67,9.39,0.0,0.0,0.0,1.2,FinanciallyDistressed
7258.87,254.46,-4116.35,52.59,19.12,7.49,13.12,7.49,4.63,FinanciallyDistressed
10576.28,571.08,-1950.92,18.55,33.68,6.21,16.65,6.21,1.85,FinanciallyVulnerable
4895.67,147.58,-2609.81,76.09,1.52,6.06,0.0,6.06,0.11,FinanciallyDistressed
5213.09,72.94,-2934.82,85.47,13.17,3.1,0.0,3.1,0.55,FinanciallyDistressed
6586.16,309.41,-3955.84,68.02,1.06,10.53,0.0,10.53,1.62,FinanciallyVulnerable
8679.99,581.98,-6510.55,94.58,23.81,21.15,18.01,21.15,2.78,FinanciallyDistressed
7758.99,284.83,-5197.36,65.53,13.06,10.01,0.0,10.01,1.29,FinanciallyVulnerable
6771.2,459.59,-3761.05,71.97,0.55,13.25,0.0,13.25,2.29,FinanciallyVulnerable
10447.76,965.87,-1676.73,26.73,8.2,9.92,0.0,9.92,1.3,FinanciallyVulnerable
7421.71,0.0,-4288.83,56.54,5.35,0.0,0.0,0.0,1.15,FinanciallyDistressed
5252.56,308.75,-1919.9,42.63,21.44,8.48,12.43,8.48,2.39,FinanciallyVulnerable
8602.79,237.87,-5746.04,84.91,14.58,7.69,13.88,7.69,2.28,FinanciallyDistressed
9205.97,1904.12,4145.17,30.04,3.32,12.48,0.0,12.48,4.59,FinanciallyThriving
9389.13,0.0,-6282.38,118.14,29.47,0.0,25.27,0.0,0.75,FinanciallyDistressed
5279.74,0.0,-2727.4,68.06,10.28,0.0,0.0,0.0,1.2,FinanciallyDistressed
5270.36,636.89,-1818.76,50.53,1.0,15.58,0.0,15.58,2.66,FinanciallyVulnerable
5172.76,229.96,-3184.34,70.64,5.27,10.37,0.0,10.37,1.14,FinanciallyVulnerable
6679.01,0.0,-3163.5,35.1,23.56,0.0,0.0,0.0,1.96,FinanciallyVulnerable
9495.16,1268.43,-4725.97,35.91,19.64,21.01,16.7,21.01,5.35,FinanciallyVulnerable
4115.82,0.0,-128.06,23.69,0.88,0.0,0.0,0.0,0.81,FinanciallyVulnerable
8071.36,198.83,-3522.67,37.27,19.53,4.19,19.28,4.19,0.26,FinanciallyDistressed
9191.13,126.82,-5766.47,96.05,37.59,3.57,22.11,3.57,4.94,FinanciallyDistressed
6516.3,322.61,-3595.36,92.67,6.69,9.95,0.0,9.95,0.12,FinanciallyDistressed
5089.51,0.0,-1653.81,55.09,0.97,0.0,0.0,0.0,1.7,FinanciallyDistressed
4845.09,556.04,-1154.7,41.86,0.76,13.09,0.0,13.09,2.56,FinanciallyVulnerable
5267.09,2322.67,433.49,20.96,0.02,28.95,0.0,28.95,2.21,FinanciallyThriving
5058.24,364.7,668.26,21.82,11.42,5.99,0.0,5.99,0.59,FinanciallyStable
8578.02,630.96,-829.7,32.26,5.35,7.53,0.0,7.53,0.51,FinanciallyVulnerable
4867.21,159.59,-2241.91,51.33,9.46,5.73,9.34,5.73,4.4,FinanciallyVulnerable
4295.96,0.0,-2055.83,46.09,11.39,0.0,0.0,0.0,0.46,FinanciallyDistressed
8337.28,0.0,-5808.57,80.03,27.93,0.0,7.91,0.0,1.18,FinanciallyDistressed
6394.31,0.0,-4449.28,74.37,46.52,0.0,20.16,0.0,1.74,FinanciallyDistressed
6381.44,0.0,-3451.05,80.07,8.01,0.0,0.0,0.0,1.45,FinanciallyDistressed
4724.25,109.54,-815.89,38.56,14.23,2.73,0.0,2.73,1.82,FinanciallyVulnerable
5892.52,0.0,-1262.17,30.12,6.57,0.0,0.0,0.0,1.82,FinanciallyVulnerable
5034.22,83.75,-2664.89,81.84,19.14,3.41,17.74,3.41,1.36,FinanciallyDistressed
12036.97,1452.7,-4323.81,38.12,38.88,15.85,23.86,15.85,1.53,FinanciallyVulnerable
4633.9,434.54,-45.44,20.84,9.98,8.65,0.0,8.65,2.8,FinanciallyVulnerable
5580.46,165.07,-2886.36,64.41,26.5,5.77,16.95,5.77,1.38,FinanciallyDistressed
4343.73,75.47,-2529.02,84.17,1.92,3.99,0.0,3.99,1.76,FinanciallyDistressed
8948.15,859.12,-2679.26,35.55,0.59,12.05,0.0,12.05,3.4,FinanciallyStable
5475.05,206.77,-2036.93,46.8,8.89,5.67,8.82,5.67,5.29,FinanciallyVulnerable
4221.91,0.0,-1956.65,55.3,6.14,0.0,0.0,0.0,0.14,FinanciallyDistressed
4809.33,618.62,-1863.72,56.55,11.32,17.36,0.0,17.36,1.16,FinanciallyVulnerable
4418.3,0.0,-1684.61,71.04,6.42,0.0,0.0,0.0,1.92,FinanciallyDistressed
6629.99,166.04,-4502.05,68.83,4.74,7.24,0.0,7.24,2.89,FinanciallyDistressed
6135.85,0.0,-2737.18,63.67,9.85,0.0,0.0,0.0,1.05,FinanciallyDistressed
9705.66,1123.3,-6446.44,80.88,0.14,25.63,0.0,25.63,1.32,FinanciallyVulnerable
5932.77,803.29,-584.46,30.05,5.15,13.06,0.0,13.06,5.26,FinanciallyStable
7044.85,412.91,-3183.46,34.78,9.9,9.66,0.0,9.66,3.09,FinanciallyVulnerable
7915.18,285.88,-4476.25,60.39,19.44,7.68,19.41,7.68,0.43,FinanciallyDistressed
7274.67,255.55,-4300.48,80.07,9.08,7.91,0.0,7.91,0.34,FinanciallyDistressed
10090.61,231.0,-6549.81,69.36,16.55,6.12,0.0,6.12,5.92,FinanciallyDistressed
5456.37,344.51,282.8,25.24,11.16,5.66,0.0,5.66,2.51,FinanciallyStable
6320.27,0.0,1038.41,23.24,6.76,0.0,0.0,0.0,3.03,FinanciallyStable
8272.74,504.39,-3657.61,49.87,6.69,9.85,0.0,9.85,2.33,FinanciallyVulnerable
6952.76,0.0,-2276.61,60.25,0.85,0.0,0.0,0.0,0.59,FinanciallyDistressed
17688.77,1103.82,-5938.96,64.77,17.15,8.59,11.91,8.59,0.84,FinanciallyDistressed
6463.77,987.38,-1973.45,28.6,29.89,18.03,20.41,18.03,2.75,FinanciallyVulnerable
6021.32,470.29,-2861.58,35.31,10.89,12.96,0.0,12.96,2.21,FinanciallyVulnerable
4348.06,283.49,-584.87,38.4,8.5,7.01,0.0,7.01,1.17,FinanciallyVulnerable
8458.61,72.7,-5367.83,76.47,26.59,2.3,20.59,2.3,1.03,FinanciallyDistressed
4437.65,0.0,-1459.43,49.68,18.26,0.0,10.1,0.0,0.97,FinanciallyDistressed
11940.54,989.79,-1133.92,47.3,7.86,8.39,0.0,8.39,1.27,FinanciallyVulnerable
4864.47,0.0,-2396.92,66.32,5.84,0.0,0.0,0.0,1.58,FinanciallyDistressed
4379.96,474.94,-1566.0,39.63,0.51,14.44,0.0,14.44,3.01,FinanciallyStable
4445.31,0.0,-1589.87,59.05,2.81,0.0,0.0,0.0,0.32,FinanciallyDistressed
7542.27,404.28,-5527.16,84.79,27.96,16.71,11.36,16.71,1.51,FinanciallyVulnerable
4501.58,474.38,1545.37,15.15,10.11,7.27,0.0,7.27,1.25,FinanciallyThriving
6973.3,656.38,3624.24,20.02,2.92,5.83,0.0,5.83,2.21,FinanciallyThriving
4352.55,115.15,-1258.12,56.34,17.12,3.59,0.0,3.59,1.71,FinanciallyDistressed
7816.0,161.72,-5659.85,110.04,3.69,6.98,0.0,6.98,3.59,FinanciallyVulnerable
5694.0,0.0,-3752.14,68.71,29.49,0.0,24.77,0.0,0.34,FinanciallyDistressed
5383.86,960.64,-2428.8,43.07,14.01,24.53,0.0,24.53,2.84,FinanciallyVulnerable
6234.39,440.7,-1552.51,34.6,14.14,8.6,0.0,8.6,2.23,FinanciallyVulnerable
7091.66,1098.83,2014.39,18.14,6.5,10.77,0.0,10.77,1.04,FinanciallyThriving
3938.94,154.76,-1317.59,48.36,9.92,5.57,0.0,5.57,3.98,FinanciallyVulnerable
5981.8,98.67,-3541.56,64.27,29.43,3.89,0.0,3.89,3.55,FinanciallyDistressed
8768.44,354.35,-116.34,24.78,25.6,3.93,16.42,3.93,1.42,FinanciallyVulnerable
6251.23,585.18,-3776.99,67.33,7.28,19.13,0.0,19.13,1.98,FinanciallyVulnerable
8384.83,1655.73,-114.16,28.04,14.01,16.68,0.0,16.68,3.72,FinanciallyStable
9473.02,909.63,-74.76,17.09,20.0,8.82,14.3,8.82,3.31,FinanciallyVulnerable
2875.03,124.55,-857.39,46.2,1.82,5.81,0.0,5.81,2.14,FinanciallyVulnerable
4644.41,217.12,-2081.41,52.19,31.98,7.81,16.03,7.81,0.65,FinanciallyDistressed
6349.96,116.88,-4402.42,88.83,21.04,5.66,10.28,5.66,1.99,FinanciallyDistressed
6021.6,0.0,-2835.6,84.13,1.1,0.0,0.0,0.0,1.53,FinanciallyDistressed
9123.36,539.84,718.27,28.43,9.39,5.2,0.0,5.2,2.66,FinanciallyStable
7214.51,221.25,-4802.77,71.49,10.14,8.4,8.4,8.4,1.95,FinanciallyDistressed
5782.79,354.17,-2547.11,71.68,7.36,9.87,0.0,9.87,1.82,FinanciallyDistressed
6950.06,595.01,-1101.72,45.18,16.6,9.23,11.74,9.23,0.32,FinanciallyDistressed
9324.35,1070.7,-1901.21,25.26,10.37,12.61,0.0,12.61,1.61,FinanciallyStable
6007.85,111.69,-4199.4,101.74,23.26,5.82,22.74,5.82,1.75,FinanciallyDistressed
5830.91,556.54,1885.87,21.47,0.52,6.73,0.0,6.73,1.98,FinanciallyThriving
11331.88,846.76,-3536.75,51.16,9.23,9.8,0.0,9.8,1.31,FinanciallyDistressed
7361.57,1322.56,-1533.17,24.94,20.29,18.49,0.0,18.49,1.23,FinanciallyStable
6690.25,369.49,-3487.25,55.66,22.14,10.34,13.84,10.34,1.11,FinanciallyDistressed
4741.36,111.09,-1784.59,45.37,19.54,3.62,0.0,3.62,0.35,FinanciallyDistressed
5880.92,430.16,-1433.11,38.08,0.04,8.82,0.0,8.82,1.73,FinanciallyVulnerable
5639.15,0.0,-2128.2,43.8,14.93,0.0,0.0,0.0,1.21,FinanciallyVulnerable
4295.42,0.0,-2050.84,73.08,11.07,0.0,0.0,0.0,1.11,FinanciallyDistressed
7462.13,299.6,-2783.56,70.28,8.38,6.02,0.0,6.02,0.0,FinanciallyDistressed
7990.08,250.46,-4230.38,76.79,3.45,6.25,0.0,6.25,0.39,FinanciallyDistressed
9865.81,1124.41,-1793.52,50.32,3.05,12.23,0.0,12.23,2.99,FinanciallyVulnerable
7031.74,228.84,-3683.28,90.03,0.91,6.4,0.0,6.4,0.95,FinanciallyDistressed
6628.57,203.82,-1938.05,54.87,16.23,4.16,0.0,4.16,0.51,FinanciallyDistressed
11308.79,790.48,1888.15,25.57,14.38,5.65,14.31,5.65,2.88,FinanciallyStable
3893.71,455.28,1969.67,19.22,0.48,7.21,0.0,7.21,0.66,FinanciallyStable
8780.85,1791.9,341.66,23.56,18.43,16.42,0.0,16.42,2.06,FinanciallyStable
6903.03,306.29,-2257.12,30.29,7.86,6.18,0.0,6.18,1.15,FinanciallyVulnerable
9971.15,977.59,-208.02,29.39,4.92,9.1,0.0,9.1,1.51,FinanciallyVulnerable
6950.86,0.0,-4756.75,68.54,19.6,0.0,13.12,0.0,0.91,FinanciallyDistressed
7491.46,319.8,-3734.16,50.08,10.01,7.84,0.0,7.84,1.93,FinanciallyDistressed
7445.34,0.0,-5019.56,98.71,1.56,0.0,0.0,0.0,0.21,FinanciallyDistressed
5044.9,124.16,-2645.78,50.98,32.72,4.92,11.97,4.92,0.83,FinanciallyDistressed
5775.97,0.0,-3046.79,48.63,0.01,0.0,0.0,0.0,1.27,FinanciallyVulnerable
4827.08,241.47,-3597.17,101.91,1.7,16.41,0.0,16.41,1.84,FinanciallyVulnerable
5128.63,0.0,-2968.96,49.62,4.88,0.0,0.0,0.0,0.39,FinanciallyDistressed
4850.32,0.0,-1502.85,35.73,9.84,0.0,0.0,0.0,1.81,FinanciallyVulnerable
8237.48,0.0,-6222.11,75.94,24.72,0.0,17.88,0.0,1.8,FinanciallyDistressed
9515.06,1116.29,-2143.94,38.98,22.16,13.15,8.86,13.15,2.18,FinanciallyVulnerable
6707.07,0.0,-4305.33,50.35,34.65,0.0,21.31,0.0,1.41,FinanciallyDistressed
9764.91,436.9,-3015.62,28.86,5.55,6.08,0.0,6.08,0.43,FinanciallyVulnerable
4124.25,151.36,-1748.64,52.37,0.26,5.99,0.0,5.99,3.03,FinanciallyVulnerable
9817.61,1865.21,-3001.45,34.87,11.51,21.49,0.0,21.49,5.01,FinanciallyStable
10908.06,456.58,-756.08,21.06,31.47,4.3,16.91,4.3,5.38,FinanciallyVulnerable
7988.4,571.21,-1060.99,27.22,8.41,7.62,0.0,7.62,1.28,FinanciallyVulnerable
9634.91,1606.08,-2499.51,31.82,18.46,18.37,17.93,18.37,2.8,FinanciallyVulnerable
5235.97,165.71,-2871.25,96.06,25.0,6.55,0.0,6.55,0.75,FinanciallyDistressed
20228.6,1777.56,-6956.35,61.43,6.64,11.81,0.0,11.81,1.06,FinanciallyVulnerable
7824.65,1297.59,-303.61,27.79,8.2,14.71,0.0,14.71,2.17,FinanciallyStable
9468.28,0.0,1628.87,25.67,14.85,0.0,0.0,0.0,0.79,FinanciallyStable
14530.0,501.35,-8313.48,95.17,11.08,7.46,0.0,7.46,1.36,FinanciallyDistressed
8197.63,0.0,-5291.86,91.99,0.2,0.0,0.0,0.0,1.48,FinanciallyDistressed
7008.81,521.55,2514.91,19.63,3.96,5.19,0.0,5.19,0.36,FinanciallyStable
4817.03,131.85,-143.53,27.2,22.18,2.74,18.78,2.74,1.79,FinanciallyVulnerable
