,age,gender,raceEthnicity,education,region,householdType,householdSize,career,workArrangement,annualIncome,sideHustleIncome,monthlyIncome,housingStatus,housingCost,propertyTax,hoaFees,homeInsurance,utilities,internet,phone,ownsCar,carPayment,carInsurance,gas,publicTransit,carMaintenance,healthInsurance,oopMedical,dentalVision,lifeInsurance,studentLoans,ccPayment,personalLoans,medicalDebt,groceries,diningOut,coffee,alcohol,streaming,musicStreaming,gaming,gym,otherSubscriptions,clothing,personalCare,householdSupplies,childcare,petExpenses,entertainment,hobbies,travel,gifts,donations,retirement401k,iraContribution,emergencyFundContributions,generalSavings,investmentContributions,contributions529,totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,monthsSaved,financialHealth,ageCategory
2575,45,Male,White,High School,Northeast,DINKS,2,FoodService,Office,40065.77,0.0,3338.8141666666666,Own,2221.83,185.15,0.0,187.56,184.95,93.63,69.09,True,659.81,187.36,268.49,0.0,64.19,590.37,221.75,78.53,0.0,0.0,332.15,0.0,0.0,690.26,144.52,13.89,104.81,27.3,13.26,0.0,0.0,0.0,82.61,72.93,79.98,0.0,148.73,124.61,43.29,134.65,122.23,0.0,0.0,0.0,135.4,0.0,0.0,0.0,7147.93,135.4,-3944.52,66.55,29.71,4.06,19.76,1.2,FinanciallyDistressed,40-45
2576,65,Male,White,Some College/Associate's,Midwest,Single,1,Retired,Retired,38653.22086939865,0.0,3221.1017391165537,Own,1567.58,130.63,0.0,169.96,154.56,62.2,74.91,True,0.0,193.46,74.88,0.0,90.89,121.73,144.61,77.47,0.0,0.0,34.31,0.0,0.0,328.24,222.45,2.79,44.64,13.41,0.0,0.0,0.0,43.77,76.01,41.53,82.38,0.0,58.22,60.17,38.7,4.69,99.99,0.0,0.0,0.0,103.27,0.0,0.0,0.0,4014.18,103.27,-896.35,48.67,1.07,3.21,0.0,1.31,FinanciallyVulnerable,60-65
2577,40,Male,White,Bachelor's,Northeast,SmallFamily,5,Education,Office,88765.87,0.0,7397.155833333333,Rent,3488.31,0.0,0.0,31.57,301.51,68.8,155.02,False,0.0,0.0,0.0,80.63,0.0,677.94,213.66,31.4,115.46,0.0,8.16,0.0,0.0,1866.26,841.27,2.75,144.12,23.06,0.0,0.0,46.15,0.0,284.35,239.38,236.44,1684.65,77.1,171.22,0.0,244.86,90.29,0.0,0.0,0.0,289.39,0.0,0.0,0.0,11124.36,289.39,-4016.59,47.16,0.11,3.91,0.0,4.71,FinanciallyVulnerable,35-40
2578,35,Male,White,High School,South,SmallFamily,4,Construction,Office,39040.33,0.0,3253.3608333333336,Own,2087.0,173.92,0.0,134.79,247.32,76.05,133.65,False,0.0,0.0,0.0,137.72,0.0,689.37,102.84,73.51,0.0,0.0,39.09,483.28,0.0,1136.1,169.47,11.44,79.93,42.84,0.0,0.0,0.0,0.0,44.14,146.51,119.68,0.0,0.0,122.06,60.53,32.32,73.32,0.0,382.39,0.0,229.86,0.0,0.0,0.0,6416.88,612.25,-3775.77,64.15,16.06,18.82,0.0,2.94,FinanciallyVulnerable,30-35
2579,45,Male,White,High School,West,DINKS,2,Retail,Office,34835.48,0.0,2902.956666666667,Rent,2201.51,0.0,0.0,24.19,148.06,53.91,113.27,True,0.0,131.79,287.38,0.0,61.65,499.63,173.44,24.53,0.0,0.0,25.24,0.0,0.0,534.05,184.28,11.54,63.61,12.87,10.96,0.0,0.0,0.0,57.29,72.29,148.34,0.0,145.81,40.32,73.1,24.13,44.04,0.0,0.0,0.0,115.9,0.0,0.0,0.0,5167.23,115.9,-2380.17,75.84,0.87,3.99,0.0,4.74,FinanciallyDistressed,40-45
2580,25,Female,White,Some College/Associate's,Midwest,DINKS,2,Retail,Office,27932.74,0.0,2327.7283333333335,Own,1626.25,135.52,358.32,144.08,176.83,57.59,57.72,True,426.87,166.51,227.79,0.0,50.25,108.59,203.82,79.11,0.0,252.03,44.03,0.0,0.0,563.5,96.72,18.21,152.66,52.48,11.19,0.0,0.0,0.0,62.88,114.04,104.64,0.0,0.0,72.23,26.54,9.8,92.8,0.0,0.0,0.0,150.97,179.5,0.0,0.0,5493.0,330.47,-3495.74,69.86,31.06,14.2,18.34,1.99,FinanciallyDistressed,25-30
2581,55,Female,Asian,Some College/Associate's,West,DINKS,2,Retail,Office,57492.26,0.0,4791.0216666666665,Rent,2139.44,0.0,0.0,19.87,152.22,103.32,137.77,True,0.0,185.79,180.63,0.0,111.32,397.7,236.1,21.2,0.0,0.0,373.51,0.0,0.0,774.73,280.52,16.99,77.7,26.22,0.0,0.0,0.0,0.0,93.17,113.75,160.65,0.0,85.34,53.17,0.0,114.35,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5915.96,0.0,-1124.94,44.66,7.8,0.0,0.0,1.8,FinanciallyVulnerable,50-55
2582,40,Female,White,High School,Midwest,DINKS,2,FoodService,Office,24001.56,0.0,2000.13,Own,1700.3,141.69,94.21,168.02,200.77,105.08,52.09,True,0.0,134.72,211.99,0.0,98.1,317.34,69.9,43.02,0.0,0.0,136.54,0.0,111.12,515.34,150.04,15.41,81.23,24.25,0.0,0.0,0.0,0.0,64.18,137.45,123.11,0.0,0.0,47.53,46.56,3.03,70.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4863.1,0.0,-2862.97,85.01,12.38,0.0,0.0,1.97,FinanciallyDistressed,35-40
2583,35,Male,White,High School,Midwest,SmallFamily,5,Retail,Office,29460.32,0.0,2455.026666666666,Rent,1775.27,0.0,0.0,31.59,246.74,119.18,370.41,True,0.0,209.41,288.5,0.0,91.66,1292.43,75.29,72.49,0.0,0.0,33.18,0.0,189.56,1456.56,94.92,15.91,51.76,38.7,14.33,0.0,0.0,0.0,64.76,192.42,235.49,740.94,120.18,72.21,0.0,34.48,72.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001.03,0.0,-5546.0,72.31,9.07,0.0,0.0,0.93,FinanciallyDistressed,30-35
2584,40,Female,White,Master's,South,Single,1,Engineering,Office,109706.92,0.0,9142.243333333334,Rent,2195.17,0.0,0.0,33.14,145.51,54.73,68.11,True,0.0,186.95,221.72,0.0,57.87,160.0,68.46,29.25,0.0,610.23,39.42,0.0,0.0,373.16,524.01,4.31,105.82,49.45,14.41,0.0,0.0,39.92,158.41,73.76,58.63,0.0,0.0,159.52,0.0,346.51,100.39,272.09,0.0,0.0,400.59,0.0,588.79,0.0,6150.95,989.38,2001.91,24.01,7.11,10.82,0.0,5.47,FinanciallyThriving,35-40
2585,45,Female,White,Bachelor's,Northeast,DINKS,2,Healthcare,Office,73715.64,3740.59,6454.685833333333,Own,2884.83,240.4,0.0,142.04,198.16,112.24,132.36,True,0.0,179.74,281.21,0.0,108.82,388.77,186.62,0.0,0.0,296.16,20.38,0.0,0.0,822.27,415.09,13.64,59.85,26.78,0.0,0.0,82.17,10.05,112.27,108.2,86.32,0.0,0.0,33.66,61.41,50.79,67.49,0.0,0.0,0.0,501.21,0.0,0.0,0.0,7121.72,501.21,-1168.24,44.69,4.9,7.77,0.0,1.24,FinanciallyVulnerable,40-45
2586,25,Female,Hispanic/Latino,High School,South,Single,1,Admin,Hybrid,27818.48,0.0,2318.2066666666665,Rent,1364.07,0.0,0.0,23.29,156.14,72.21,42.4,True,0.0,205.29,112.79,0.0,128.0,166.15,192.51,61.35,0.0,0.0,261.45,426.36,0.0,315.67,146.61,18.04,83.38,28.92,14.7,0.0,0.0,0.0,47.14,61.13,105.43,0.0,0.0,130.52,0.0,36.93,60.85,0.0,185.2,0.0,0.0,0.0,0.0,0.0,4261.33,185.2,-2128.32,58.84,29.67,7.99,0.0,0.03,FinanciallyDistressed,25-30
2587,45,Male,White,Some College/Associate's,South,Single,1,Healthcare,Hybrid,38764.85,0.0,3230.4041666666667,Rent,920.53,0.0,0.0,31.62,162.2,72.95,48.25,True,405.48,157.42,173.12,0.0,56.72,153.01,52.75,78.7,0.0,221.5,20.46,450.67,0.0,307.75,181.08,14.47,99.35,35.25,10.33,0.0,0.0,0.0,35.02,37.75,58.87,0.0,0.0,71.05,25.04,16.67,79.2,0.0,352.71,0.0,139.27,0.0,0.0,0.0,3977.21,491.98,-1238.79,28.5,33.99,15.23,12.55,3.48,FinanciallyStable,40-45
2588,30,Male,Hispanic/Latino,Some College/Associate's,South,SmallFamily,5,Healthcare,Hybrid,41036.08,0.0,3419.6733333333336,Rent,2570.61,0.0,0.0,30.05,332.63,58.91,225.5,True,0.0,164.11,134.45,0.0,91.35,402.27,214.18,0.0,0.0,246.18,4.52,323.14,0.0,1463.88,369.58,17.62,148.32,39.59,12.51,0.0,0.0,0.0,66.63,238.26,198.64,760.17,0.0,144.7,0.0,71.9,39.04,0.0,172.33,0.0,307.97,94.16,0.0,0.0,8368.74,574.46,-5523.53,75.17,16.78,16.8,0.0,2.85,FinanciallyVulnerable,25-30
2589,45,Female,White,Bachelor's,South,DINKS,2,Sales,Office,91174.43,0.0,7597.869166666666,Own,2284.91,190.41,0.0,184.07,198.06,119.04,148.62,True,0.0,141.15,290.42,0.0,81.16,239.37,240.83,20.88,53.63,225.51,292.51,0.0,0.0,839.79,477.61,82.42,113.12,57.49,0.0,0.0,0.0,4.09,237.2,154.19,160.41,0.0,0.0,148.95,0.0,248.78,75.67,276.32,0.0,0.0,0.0,268.27,753.49,0.0,7586.61,1021.76,-1010.5,30.07,6.82,13.45,0.0,2.74,FinanciallyVulnerable,40-45
2590,55,Female,White,Some College/Associate's,South,SmallFamily,5,Manufacturing,Office,60123.67,0.0,5010.305833333333,Rent,2363.69,0.0,0.0,28.11,253.89,118.67,109.58,True,610.23,188.08,279.91,0.0,139.19,894.2,79.15,38.84,117.64,0.0,22.95,0.0,0.0,1760.19,309.78,61.3,84.82,11.39,0.0,0.0,63.68,0.0,157.2,240.43,182.03,0.0,0.0,44.75,7.18,112.55,38.43,0.0,432.78,0.0,0.0,0.0,0.0,0.0,8317.86,432.78,-3740.33,47.18,12.64,8.64,12.18,0.31,FinanciallyDistressed,50-55
2591,50,Female,Hispanic/Latino,High School,Midwest,SmallFamily,4,Construction,Office,39300.62,0.0,3275.0516666666667,Own,1482.43,123.54,0.0,186.0,281.64,110.54,163.98,True,0.0,168.41,248.99,0.0,76.27,462.31,134.33,40.3,0.0,0.0,27.73,0.0,235.65,1423.3,213.69,5.05,77.05,38.14,14.6,0.0,0.0,0.0,67.58,225.69,172.92,1063.11,0.0,81.81,71.32,21.94,53.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7272.11,0.0,-3997.06,45.26,8.04,0.0,0.0,1.44,FinanciallyVulnerable,45-50
2592,40,Female,White,Bachelor's,Midwest,SmallFamily,5,Finance,Remote,116642.82,0.0,9720.235,Rent,3142.92,0.0,0.0,16.78,325.8,56.35,366.31,True,1380.94,153.84,66.91,0.0,144.43,820.75,262.49,0.0,84.02,377.84,1004.01,0.0,0.0,2563.43,425.73,37.33,74.7,14.33,0.0,0.0,0.0,0.0,198.12,341.56,105.1,0.0,67.54,123.16,117.22,260.36,139.43,0.0,744.97,0.0,0.0,0.0,0.0,0.0,12671.4,744.97,-3696.13,32.33,28.42,7.66,14.21,1.47,FinanciallyVulnerable,35-40
2593,40,Female,White,Some College/Associate's,West,SmallFamily,3,Healthcare,Office,53558.24,0.0,4463.1866666666665,Own,2693.98,224.5,0.0,161.55,200.21,108.92,120.95,True,778.1,136.22,181.73,0.0,132.84,496.76,221.8,23.44,98.44,0.0,207.12,0.0,0.0,905.71,524.22,21.65,138.82,47.76,11.05,0.0,0.0,0.0,164.23,169.32,145.77,1686.82,53.04,119.86,0.0,139.26,74.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9988.88,0.0,-5525.69,60.36,22.07,0.0,17.43,0.77,FinanciallyDistressed,35-40
2594,25,Male,White,Some College/Associate's,Midwest,DINKS,2,Sales,Office,30366.94,0.0,2530.5783333333334,Own,1144.34,95.36,272.59,90.66,187.79,94.42,83.82,True,371.9,123.02,240.42,0.0,60.02,241.54,126.16,28.35,0.0,285.83,43.46,408.33,0.0,650.75,213.83,8.65,171.3,47.08,15.89,41.71,0.0,0.0,46.13,72.15,104.69,0.0,0.0,66.22,37.21,3.22,78.62,0.0,184.95,0.0,210.99,0.0,0.0,0.0,5455.46,395.94,-3320.82,45.22,43.84,15.65,14.7,2.24,FinanciallyVulnerable,25-30
2595,50,Male,Hispanic/Latino,Some College/Associate's,South,DINKS,2,Admin,Office,48735.61,8404.98,4761.715833333333,Own,1396.42,116.37,0.0,169.87,201.15,59.01,109.44,True,684.99,145.14,232.42,0.0,98.06,321.48,235.56,48.35,0.0,0.0,21.92,427.82,0.0,733.04,269.32,8.82,75.28,14.49,0.0,0.0,0.0,19.18,64.75,71.08,140.46,0.0,145.11,76.27,51.82,90.69,134.43,0.0,302.68,0.0,0.0,0.0,0.0,0.0,6162.74,302.68,-1703.7,29.33,23.83,6.36,14.39,1.7,FinanciallyVulnerable,45-50
2596,30,Female,White,Some College/Associate's,South,SmallFamily,3,Sales,Office,47449.48,0.0,3954.1233333333334,Rent,1265.19,0.0,0.0,27.57,206.24,68.32,209.7,True,0.0,152.17,200.12,0.0,114.9,276.29,271.82,0.0,0.0,168.67,41.27,0.0,103.23,859.92,200.91,24.95,94.96,30.41,16.63,0.0,72.57,0.0,83.04,158.37,103.18,1063.59,0.0,123.73,25.94,189.7,94.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6248.28,0.0,-2294.16,32.0,7.92,0.0,0.0,0.12,FinanciallyDistressed,25-30
2597,35,Female,Black/African American,High School,Midwest,SmallFamily,5,FoodService,Office,22781.74,0.0,1898.4783333333337,Own,2120.03,176.67,0.0,81.92,260.52,98.25,180.99,True,268.91,183.11,225.84,0.0,109.31,258.45,127.33,65.26,0.0,0.0,124.44,0.0,62.12,1542.84,109.81,20.49,73.41,35.94,15.8,0.0,0.0,0.0,95.38,349.9,186.33,0.0,75.43,42.15,3.58,1.85,30.54,0.0,0.0,0.0,0.0,116.85,0.0,0.0,6926.6,116.85,-5144.97,111.67,23.99,6.15,14.16,0.6,FinanciallyDistressed,30-35
2598,30,Female,White,High School,Midwest,SingleParent,2,FoodService,Office,23743.2,0.0,1978.6,Rent,991.84,0.0,0.0,26.99,201.82,106.24,144.24,True,0.0,151.33,289.37,0.0,117.92,735.13,221.07,60.29,0.0,0.0,41.97,0.0,155.33,524.99,209.55,16.19,83.95,27.35,0.0,42.3,0.0,0.0,41.73,97.59,64.65,798.45,0.0,72.82,0.0,38.12,92.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5354.08,0.0,-3375.48,50.13,9.97,0.0,0.0,1.09,FinanciallyDistressed,25-30
2599,25,Female,Black/African American,Some College/Associate's,Midwest,Single,1,Manufacturing,Office,31289.83,0.0,2607.4858333333336,Rent,812.4,0.0,0.0,17.93,179.02,109.37,35.54,True,0.0,226.29,150.8,0.0,92.63,162.04,73.35,70.03,0.0,118.0,224.02,234.09,0.0,299.73,191.53,17.94,96.57,28.67,0.0,30.43,0.0,0.0,55.76,66.83,77.81,0.0,52.28,180.34,0.0,14.8,30.78,0.0,0.0,0.0,232.6,0.0,0.0,0.0,3648.98,232.6,-1274.09,31.16,22.09,8.92,0.0,2.68,FinanciallyVulnerable,25-30
2600,45,Female,White,High School,West,SingleParent,2,Retail,Office,38395.05,0.0,3199.5875,Own,2448.95,204.08,0.0,97.09,171.85,88.07,129.69,True,0.0,181.64,212.57,0.0,140.47,600.82,64.67,0.0,0.0,0.0,364.52,0.0,212.8,635.49,337.69,15.4,140.42,41.88,13.49,0.0,0.0,0.0,60.89,101.79,123.12,1126.38,0.0,89.06,3.26,27.71,111.73,0.0,0.0,0.0,317.91,0.0,0.0,0.0,7745.53,317.91,-4863.85,76.54,18.04,9.94,0.0,4.85,FinanciallyDistressed,40-45
2601,25,Female,Hispanic/Latino,Bachelor's,Midwest,Single,1,Healthcare,Hybrid,52737.68,5021.66,4813.278333333333,Rent,1173.97,0.0,0.0,18.01,195.33,87.42,35.17,True,0.0,201.1,126.69,0.0,77.04,130.48,196.56,74.57,0.0,0.0,46.11,0.0,0.0,393.35,395.1,10.34,99.3,55.26,0.0,0.0,42.04,29.46,116.9,49.14,102.84,0.0,0.0,147.45,131.77,51.3,36.41,62.37,0.0,0.0,0.0,186.96,0.0,0.0,4085.48,186.96,540.84,24.39,0.96,3.88,0.0,0.74,FinanciallyStable,25-30
2602,50,Female,White,High School,Midwest,DINKS,2,FoodService,Office,27781.21,0.0,2315.1008333333334,Rent,1184.67,0.0,0.0,24.68,190.93,97.89,48.03,True,0.0,147.03,294.18,0.0,59.41,705.66,173.11,73.74,0.0,0.0,42.28,0.0,0.0,520.47,108.41,5.95,95.01,25.93,16.84,0.0,0.0,0.0,93.02,112.55,121.25,0.0,131.11,50.77,68.99,12.26,72.61,0.0,0.0,0.0,195.5,0.0,0.0,0.0,4476.78,195.5,-2357.18,51.17,1.83,8.44,0.0,2.99,FinanciallyDistressed,45-50
2603,30,Male,Black/African American,High School,Northeast,DINKS,2,Construction,Office,38288.69,0.0,3190.724166666667,Rent,1845.23,0.0,0.0,17.31,212.83,104.44,129.35,True,0.0,174.1,296.08,130.47,147.8,293.19,252.52,37.27,0.0,0.0,262.63,0.0,0.0,528.81,228.43,4.92,83.18,40.8,0.0,59.37,0.0,56.14,50.09,84.77,108.15,0.0,0.0,147.48,0.0,40.3,50.79,0.0,0.0,0.0,98.05,0.0,0.0,0.0,5386.45,98.05,-2293.78,57.83,8.23,3.07,0.0,0.87,FinanciallyDistressed,25-30
2604,25,Male,White,Bachelor's,South,DINKS,2,Finance,Remote,79775.97,0.0,6647.9975,Rent,1858.91,0.0,0.0,17.51,239.71,61.94,89.51,True,0.0,198.36,63.43,0.0,115.2,238.04,245.07,0.0,0.0,406.58,211.69,0.0,0.0,907.89,486.57,7.11,175.62,35.02,0.0,0.0,60.27,54.78,128.44,95.66,123.75,0.0,0.0,52.27,21.2,175.22,137.97,0.0,0.0,0.0,0.0,234.66,0.0,0.0,6207.72,234.66,205.62,27.96,9.3,3.53,0.0,1.39,FinanciallyStable,25-30
2605,40,Male,White,Bachelor's,West,Single,1,Engineering,Office,123700.54,0.0,10308.378333333332,Rent,2773.61,0.0,0.0,20.12,131.79,101.79,41.49,True,1535.95,160.44,232.5,0.0,115.92,216.55,121.67,62.11,0.0,0.0,1090.22,262.26,0.0,467.51,1055.29,87.87,60.17,32.7,0.0,0.0,0.0,0.0,116.5,47.05,74.93,0.0,0.0,110.05,0.0,536.04,108.25,0.0,660.27,0.0,0.0,439.72,296.96,0.0,9562.78,1396.95,-651.35,26.91,28.02,13.55,14.9,0.55,FinanciallyVulnerable,35-40
2606,25,Female,White,Bachelor's,West,Roommates,2,Sales,Hybrid,79059.65,0.0,6588.304166666666,Own,4118.36,343.2,243.57,80.1,208.92,73.92,87.29,True,886.58,163.71,172.26,0.0,131.75,199.51,178.07,0.0,0.0,412.0,37.99,0.0,0.0,914.92,312.2,111.53,194.77,38.6,0.0,0.0,0.0,0.0,171.52,108.45,106.03,0.0,138.31,177.76,0.0,185.51,106.54,0.0,0.0,0.0,490.19,0.0,0.0,0.0,9903.37,490.19,-3805.26,62.51,20.29,7.44,13.46,0.75,FinanciallyDistressed,25-30
2607,30,Male,White,Some College/Associate's,Northeast,SingleParent,2,Healthcare,Office,38389.51,0.0,3199.1258333333335,Rent,1440.04,0.0,0.0,20.52,215.25,76.86,107.27,True,0.0,224.97,150.98,0.0,92.14,192.6,238.94,0.0,0.0,0.0,103.69,0.0,205.19,544.01,401.08,17.61,137.65,26.13,0.0,0.0,0.0,0.0,50.95,68.78,73.7,1842.91,0.0,73.1,74.82,11.28,107.9,0.0,174.53,0.0,137.93,93.58,0.0,0.0,6498.37,406.04,-3705.28,45.01,9.66,12.69,0.0,2.5,FinanciallyVulnerable,25-30
2608,45,Male,White,High School,South,SmallFamily,4,Retail,Office,28186.9,0.0,2348.9083333333333,Own,2508.61,209.05,55.98,154.21,275.68,55.44,137.79,True,323.13,228.83,234.34,0.0,88.62,724.43,117.74,0.0,0.0,0.0,166.69,0.0,0.0,1130.77,204.72,8.71,113.92,22.14,0.0,22.62,0.0,44.3,48.75,180.37,123.06,883.68,89.81,31.26,5.24,3.48,103.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8296.41,0.0,-5947.5,106.8,20.85,0.0,13.76,0.19,FinanciallyDistressed,40-45
2609,25,Female,Asian,Bachelor's,West,DINKS,2,Technology,Remote,83518.95,0.0,6959.912499999999,Rent,2411.47,0.0,0.0,27.03,216.9,91.19,66.1,True,0.0,189.28,40.99,0.0,144.91,225.84,140.49,59.5,95.75,372.45,522.83,0.0,0.0,954.64,604.61,107.33,187.9,25.63,0.0,0.0,41.58,0.0,257.13,174.45,129.84,0.0,0.0,139.35,0.0,387.78,108.97,139.66,304.94,0.0,0.0,0.0,0.0,0.0,7863.6,304.94,-1208.63,34.65,12.86,4.38,0.0,1.4,FinanciallyVulnerable,25-30
2610,55,Female,Asian,Some College/Associate's,South,Other,3,Healthcare,Office,38552.36,0.0,3212.6966666666667,Own,2203.72,183.64,0.0,196.34,225.81,56.54,139.77,True,0.0,236.53,295.22,0.0,88.68,539.33,64.97,33.56,0.0,0.0,5.9,427.28,0.0,943.78,191.42,22.29,69.71,55.46,0.0,0.0,0.0,0.0,70.82,177.57,136.39,0.0,76.27,22.38,57.55,29.02,140.19,0.0,289.3,0.0,0.0,88.92,0.0,0.0,6690.14,378.22,-3855.66,68.59,13.48,11.77,0.0,0.2,FinanciallyDistressed,50-55
2611,25,Male,White,High School,West,SingleParent,2,FoodService,Office,26186.13,4901.71,2590.653333333333,Rent,1930.0,0.0,0.0,17.39,188.54,113.92,43.92,True,0.0,215.77,198.02,0.0,57.85,214.52,82.62,34.26,0.0,0.0,28.0,479.89,162.83,652.49,111.67,4.57,52.16,32.84,0.0,0.0,0.0,0.0,77.37,74.98,60.03,1350.5,0.0,111.24,0.0,25.88,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6352.76,0.0,-3762.11,74.5,25.89,0.0,0.0,0.53,FinanciallyDistressed,25-30
2612,30,Female,Asian,Master's,South,SmallFamily,5,Healthcare,Hybrid,72975.43,0.0,6081.285833333332,Own,2616.38,218.03,0.0,183.87,256.66,93.47,276.78,True,0.0,127.19,141.66,0.0,80.78,806.68,202.56,21.37,130.82,484.95,23.72,0.0,0.0,1709.03,377.11,16.89,60.17,57.27,13.37,33.58,0.0,0.0,135.3,266.53,193.06,0.0,0.0,117.13,117.9,97.58,106.47,0.0,419.55,0.0,0.0,207.69,0.0,452.19,8966.31,1079.43,-3964.45,43.02,8.36,17.75,0.0,1.28,FinanciallyVulnerable,25-30
2613,50,Female,White,High School,South,SmallFamily,3,Manufacturing,Office,45432.61,0.0,3786.050833333333,Rent,1898.53,0.0,0.0,22.82,241.03,119.32,195.77,True,0.0,192.73,212.64,0.0,137.35,446.67,174.19,62.69,0.0,0.0,44.76,0.0,0.0,862.87,300.9,23.21,27.15,20.62,16.24,0.0,0.0,15.88,96.47,177.05,140.37,818.86,0.0,123.52,0.0,92.78,117.93,0.0,0.0,0.0,122.7,0.0,0.0,0.0,6582.35,122.7,-2919.0,50.15,1.18,3.24,0.0,3.91,FinanciallyDistressed,45-50
2614,30,Male,White,Ph.D,West,SmallFamily,4,Technology,Hybrid,186377.55,15378.3,16812.9875,Rent,6475.66,0.0,0.0,22.74,225.39,67.2,240.03,True,2488.45,210.71,171.49,0.0,59.5,559.13,92.15,73.75,102.4,0.0,20.44,0.0,0.0,1954.73,811.59,8.12,37.88,41.83,13.31,27.17,68.37,0.0,117.19,233.72,128.19,1817.22,0.0,274.92,281.63,371.34,38.66,0.0,0.0,462.19,0.0,765.52,529.03,196.17,17034.91,1952.91,-2174.83,38.52,14.92,11.62,14.8,0.99,FinanciallyVulnerable,25-30
2615,25,Female,Hispanic/Latino,Master's,South,DINKS,2,Education,Hybrid,56287.5,10085.21,5531.059166666666,Own,1823.92,151.99,0.0,121.86,178.37,97.57,91.62,False,0.0,0.0,0.0,84.13,0.0,412.39,51.82,29.39,0.0,372.75,8.34,0.0,0.0,744.47,343.65,15.84,120.59,20.04,0.0,18.33,78.37,0.0,143.08,129.36,123.05,0.0,83.66,80.62,0.0,143.08,128.8,0.0,314.66,0.0,0.0,277.66,0.0,0.0,5597.09,592.32,-658.35,32.98,6.89,10.71,0.0,1.55,FinanciallyVulnerable,25-30
2616,35,Female,Hispanic/Latino,Bachelor's,South,DINKS,2,Sales,Office,75700.64,4564.49,6688.760833333334,Own,2045.58,170.47,0.0,94.97,172.28,117.51,102.19,True,660.37,190.32,299.97,0.0,121.67,253.05,92.26,63.6,0.0,375.67,1.87,0.0,0.0,744.75,379.63,88.61,147.24,41.43,15.27,0.0,53.33,0.0,177.29,119.74,62.68,0.0,0.0,131.8,91.47,56.97,92.15,49.34,0.0,0.0,0.0,0.0,0.0,0.0,7013.48,0.0,-324.72,30.58,15.52,0.0,9.87,1.5,FinanciallyVulnerable,30-35
2617,30,Female,Other/Multiracial,Master's,South,SmallFamily,4,Engineering,Office,122221.29,0.0,10185.1075,Own,2469.77,205.81,0.0,137.42,248.27,70.9,85.76,True,0.0,228.16,160.26,0.0,76.64,834.91,237.41,0.0,76.77,245.89,27.3,0.0,0.0,1929.71,989.79,24.52,77.27,58.96,0.0,57.46,0.0,0.0,212.16,316.53,180.42,807.62,0.0,148.96,0.0,649.13,118.53,169.53,0.0,0.0,0.0,0.0,766.79,0.0,10845.86,766.79,-1427.54,24.25,2.68,7.53,0.0,1.92,FinanciallyVulnerable,25-30
2618,55,Male,White,Some College/Associate's,South,Single,1,Manufacturing,Office,57012.05,0.0,4751.004166666667,Rent,1761.55,0.0,0.0,30.75,137.86,56.74,70.18,True,931.52,159.11,259.8,0.0,124.58,116.33,73.42,39.62,0.0,0.0,348.99,0.0,195.45,325.62,452.4,18.56,97.4,33.17,11.06,0.0,53.37,0.0,134.29,41.13,106.32,0.0,78.31,46.41,0.0,169.87,100.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974.21,0.0,-1223.21,37.08,31.07,0.0,19.61,0.32,FinanciallyDistressed,50-55
2619,30,Female,Hispanic/Latino,High School,Northeast,SmallFamily,4,Admin,Office,40116.84,0.0,3343.0699999999997,Rent,3185.37,0.0,0.0,32.51,215.11,94.38,202.77,False,0.0,0.0,0.0,131.54,0.0,394.39,150.61,0.0,0.0,0.0,123.81,0.0,0.0,1164.14,266.37,49.67,136.91,38.8,0.0,19.64,0.0,0.0,115.31,265.16,106.8,1231.01,0.0,95.48,16.68,109.06,123.62,0.0,116.56,0.0,0.0,240.39,0.0,0.0,8269.14,356.95,-5283.02,95.28,3.7,10.68,0.0,1.66,FinanciallyVulnerable,25-30
2620,50,Male,White,Some College/Associate's,West,SmallFamily,3,Admin,Office,53468.09,0.0,4455.674166666667,Rent,2621.9,0.0,0.0,34.26,203.15,75.63,112.21,True,0.0,128.51,205.2,0.0,101.46,339.81,109.7,47.49,0.0,0.0,508.12,0.0,0.0,914.25,312.91,15.31,34.07,12.18,16.36,0.0,0.0,0.0,109.24,101.56,66.95,1686.51,0.0,102.03,43.31,176.39,144.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8223.42,0.0,-3767.75,58.84,11.4,0.0,0.0,0.39,FinanciallyDistressed,45-50
